source_dataset	project	pair_id	original_title	replication_title	original_doi	replication_doi	outcome	D_original	N_original	D_replication	N_replication	raw_file	n_source_file	verbatim_n_text_original	verbatim_n_text_replication	verbatim_effect_text_original	verbatim_effect_text_replication	d_n_transformation_note	match_author	candidate_name	decision	measure_type	source_locator	n_source_locator	n_match_method	native_original_effect	native_replication_effect	native_effect_metric
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_012_matched_0_ischemic_stroke_or_ich_apixaban_vs_warfarin	REPEAT original healthcare database study 12	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Ischemic Stroke or ICH: Apixaban vs Warfarin (hazard ratio)	0.19664520286637097	2514.0	0.005485904918358542	2280.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=12;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=12;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=12; matched=0; original_percent_mean=2514.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=12; matched=0; reproduction_percent_mean=2280.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=12; matched=0; measure_type=hazard ratio; original_pt_est=0.7; original_lower_95=0.33; original_upper_95=1.48; original_p_value=0.3573	outcomes.csv studyid=12; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.01; reproduction_lower_95=0.5; reproduction_upper_95=2.04; reproduction_p_value=0.98	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_12	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=12;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=12;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.7	1.01	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_013_matched_0_gi_bleed_rivaroxaban_vs_dabigatran	REPEAT original healthcare database study 13	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	GI bleed: rivaroxaban vs. dabigatran (hazard ratio)	0.10051914251879251	36727.0	0.08656070340831294	30429.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=13;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=13;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=13; matched=0; original_percent_mean=36727.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=13; matched=0; reproduction_percent_mean=30429.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=13; matched=0; measure_type=hazard ratio; original_pt_est=1.2; original_lower_95=1.0; original_upper_95=1.45; original_p_value=0.1	outcomes.csv studyid=13; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.17; reproduction_lower_95=0.95; reproduction_upper_95=1.45; reproduction_p_value=0.13	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_13	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=13;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=13;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.2	1.17	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_015_matched_0_standard_sedation_vs_anesthesia_services_any_complication	REPEAT original healthcare database study 15	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Standard sedation vs anesthesia services - any complication (odds ratio)	0.06738211245092653	3168228.0	0.11413289334332027	3541411.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=15;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=15;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=15; matched=0; original_percent_mean=3168228.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=15; matched=0; reproduction_percent_mean=3541411.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=15; matched=0; measure_type=odds ratio; original_pt_est=1.13; original_lower_95=1.12; original_upper_95=1.14; original_p_value=<0.001	outcomes.csv studyid=15; matched=0; measure_type=odds ratio; reproduction_pt_est=1.23; reproduction_lower_95=1.22; reproduction_upper_95=1.23; reproduction_p_value=<0.01	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_15	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	odds ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=15;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=15;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.13	1.23	odds ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_016_matched_0_albuterol_inhalation_with_vs_without_idc_respiratory_related_hospitalization	REPEAT original healthcare database study 16	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Albuterol inhalation with vs without IDC - Respiratory Related Hospitalization (odds ratio)	0.04597069035485882	422548.0	0.05199620273935814	472250.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=16;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=16;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=16; matched=0; original_percent_mean=422548.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=16; matched=0; reproduction_percent_mean=472250.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=16; matched=0; measure_type=odds ratio; original_pt_est=0.92; original_lower_95=0.88; original_upper_95=0.96; original_p_value=<0.01	outcomes.csv studyid=16; matched=0; measure_type=odds ratio; reproduction_pt_est=0.91; reproduction_lower_95=0.87; reproduction_upper_95=0.95; reproduction_p_value=<0.01	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_16	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	odds ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=16;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=16;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.92	0.91	odds ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_018_matched_1_hysteroscopic_and_laparoscopic_referent_opioid_managed_pelvic_pain	REPEAT original healthcare database study 18	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Hysteroscopic and laparoscopic (referent) - opioid managed pelvic pain (hazard ratio)	0.042430845800092765	51160.0	0.10272888052872453	41808.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=18;matched=1;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=18;matched=1;match_method=exact_studyid_matched	sample size.csv studyid=18; matched=1; original_percent_mean=51160.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=18; matched=1; reproduction_percent_mean=41808.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=18; matched=1; measure_type=hazard ratio; original_pt_est=1.08; original_lower_95=0.9; original_upper_95=1.31; original_p_value=0.4154	outcomes.csv studyid=18; matched=1; measure_type=hazard ratio; reproduction_pt_est=0.83; reproduction_lower_95=0.77; reproduction_upper_95=0.88; reproduction_p_value=<0.01	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_18	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=18;matched=1;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=18;matched=1;match_method=exact_studyid_matched	exact_studyid_matched	1.08	0.83	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_019_matched_0_cardiovascular_events	REPEAT original healthcare database study 19	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Cardiovascular events (hazard ratio)	0.1271760384767752	827787.0	0.005485904918358542	215326.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=19;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=19;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=19; matched=0; original_percent_mean=827787.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=19; matched=0; reproduction_percent_mean=215326.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=19; matched=0; measure_type=hazard ratio; original_pt_est=0.794; original_lower_95=0.623; original_upper_95=0.997; original_p_value=0.054	outcomes.csv studyid=19; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.01; reproduction_lower_95=0.95; reproduction_upper_95=1.07; reproduction_p_value=0.69	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_19	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=19;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=19;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.794	1.01	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_021_matched_0_reintervention	REPEAT original healthcare database study 21	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Reintervention (odds ratio)	0.10051914251879251	398752.0	0.047512254078574144	182813.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=21;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=21;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=21; matched=0; original_percent_mean=398752.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=21; matched=0; reproduction_percent_mean=182813.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=21; matched=0; measure_type=odds ratio; original_pt_est=1.2; original_lower_95=1.08; original_upper_95=1.32; original_p_value=0.004	outcomes.csv studyid=21; matched=0; measure_type=odds ratio; reproduction_pt_est=1.09; reproduction_lower_95=0.71; reproduction_upper_95=1.66; reproduction_p_value=0.75	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_21	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	odds ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=21;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=21;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.2	1.09	odds ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_022_matched_0_warfarin_vs_dabigatran_hospitalization_for_liver_injury	REPEAT original healthcare database study 22	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Warfarin vs. Dabigatran - Hospitalization for liver injury (hazard ratio)	0.30991240224128463	74165.0	0.1299605337664187	158086.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=22;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=22;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=22; matched=0; original_percent_mean=74165.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=22; matched=0; reproduction_percent_mean=158086.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=22; matched=0; measure_type=hazard ratio; original_pt_est=0.57; original_lower_95=0.46; original_upper_95=0.71; original_p_value=<0.001	outcomes.csv studyid=22; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.79; reproduction_lower_95=0.7; reproduction_upper_95=0.88; reproduction_p_value=<0.01	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_22	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=22;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=22;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.57	0.79	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_024_matched_0_dabigatran_vs_warfarin_any_bleeding	REPEAT original healthcare database study 24	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Dabigatran vs Warfarin - Any bleeding (hazard ratio)	0.14464900012701276	18808.0	0.037302167928799666	255955.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=24;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=24;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=24; matched=0; original_percent_mean=18808.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=24; matched=0; reproduction_percent_mean=255955.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=24; matched=0; measure_type=hazard ratio; original_pt_est=1.3; original_lower_95=1.2; original_upper_95=1.41; original_p_value=<0.001	outcomes.csv studyid=24; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.07; reproduction_lower_95=1.04; reproduction_upper_95=1.09; reproduction_p_value=<0.0001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_24	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=24;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=24;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.3	1.07	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_027_matched_0_dpp_4i_vs_su_hhf	REPEAT original healthcare database study 27	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	DPP-4i vs SU: hHF (hazard ratio)	0.028279475337233063	218556.0	0.04001031992062394	232310.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=27;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=27;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=27; matched=0; original_percent_mean=218556.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=27; matched=0; reproduction_percent_mean=232310.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=27; matched=0; measure_type=hazard ratio; original_pt_est=0.95; original_lower_95=0.78; original_upper_95=1.15; original_p_value=0.58	outcomes.csv studyid=27; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.93; reproduction_lower_95=0.76; reproduction_upper_95=1.15; reproduction_p_value=0.5158	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_27	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=27;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=27;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.95	0.93	hazard ratio
