cluster_id	priority_band	priority_score	recommended_next_action	cluster_confidence	representative_name	preferred_family_hint	node_count	root_row_count	search_lead_count	open_review_count	receipt_count	cluster_review_decision	cluster_review_receipt_path	cluster_review_parent_key	max_source_object_score	max_pair_evidence_score	record_kind_counts	inventory_status_counts	review_decision_counts	strict_keys	review_keys	manifest_paths	example_node_names
cluster_an_adaptive_data_replication_algorithm_e94ed0a74122	low	-12	deprioritize_or_context_review	singleton	An adaptive data replication algorithm	fred	1	0	1	0	0				3	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	An adaptive data replication algorithm
cluster_an_interpretable_hybrid_sfnet_deep_learning_framework_for_multi_site_bone_fractu_52141aee80a0	low	-12	deprioritize_or_context_review	singleton	An Interpretable Hybrid SFNet Deep Learning Framework for Multi-Site Bone Fracture Detection in Medical Imaging.		1	0	1	0	0				3	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	An Interpretable Hybrid SFNet Deep Learning Framework for Multi-Site Bone Fracture Detection in Medical Imaging.
cluster_assessment_of_physical_function_in_health_and_disease_floor_and_ceiling_c07fb1154d92	low	-12	deprioritize_or_context_review	strict	Assessment of Physical Function in Health and Disease (Floor and Ceiling)		2	0	2	0	0				3	0	rejected_irrelevant_search_hit=2	rejected_irrelevant_search_hit=2		title:assessment_of_physical_function_in_health_and_disease_floor_and_ceiling		steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Assessment of Physical Function in Health and Disease (Floor and Ceiling)
cluster_determining_a_global_mid_upper_arm_circumference_cut_off_to_assess_underweight_i_516391200119	low	-12	deprioritize_or_context_review	singleton	Determining a global mid-upper arm circumference cut-off to assess underweight in adults (men and non-pregnant women)		1	0	1	0	0				3	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Determining a global mid-upper arm circumference cut-off to assess underweight in adults (men and non-pregnant women)
cluster_effect_size_guidelines_sample_size_calculations_and_statistical_power_in_dentist_26b58b2b39f0	low	-12	deprioritize_or_context_review	singleton	Effect Size Guidelines, Sample Size Calculations, and Statistical Power in Dentistry		1	0	1	0	0				3	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Effect Size Guidelines, Sample Size Calculations, and Statistical Power in Dentistry
cluster_many_labs_3_participant_pool_edition_0da4a9f25857	low	-12	deprioritize_or_context_review	singleton	Many Labs 3: Participant Pool Edition	many_labs	1	0	1	0	0				3	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Many Labs 3: Participant Pool Edition
cluster_planning_sample_sizes_when_effect_sizes_are_uncertain_the_power_calibrated_effec_c1ab344bf5a6	low	-12	deprioritize_or_context_review	singleton	Planning sample sizes when effect sizes are uncertain: The power-calibrated effect size approach.		1	0	1	1	0				1	0	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Planning sample sizes when effect sizes are uncertain: The power-calibrated effect size approach.
cluster_tashkent_606d0fa78435	low	-12	deprioritize_or_context_review	singleton	Tashkent	fred	1	0	1	0	0				3	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Tashkent
cluster_publication_bias_examined_in_meta_analyses_from_psychology_and_medicine_a_meta_m_25a48a7c47d7	low	-13	deprioritize_or_context_review	singleton	Publication bias examined in meta-analyses from psychology and medicine: A meta-meta-analysis		1	0	1	0	0				3	1	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Publication bias examined in meta-analyses from psychology and medicine: A meta-meta-analysis
cluster_a_comment_on_clientelism_and_vulnerability_replication_package_a49b6ea4e8df	low	-14	deprioritize_or_context_review	singleton	A Comment on Clientelism and Vulnerability - Replication Package		1	0	1	1	0				5	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	A Comment on Clientelism and Vulnerability - Replication Package
cluster_a_tutorial_on_regularized_partial_correlation_networks_778648af56bc	low	-14	deprioritize_or_context_review	singleton	A tutorial on regularized partial correlation networks.		1	0	1	0	0				4	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	A tutorial on regularized partial correlation networks.
cluster_replicability_and_reproducibility_in_comparative_psychology_440a94b8abb8	low	-14	deprioritize_or_context_review	singleton	Replicability and Reproducibility in Comparative Psychology	rpp	1	0	1	1	0				1	2	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Replicability and Reproducibility in Comparative Psychology
cluster_ten_simple_rules_for_designing_and_conducting_undergraduate_replication_projects_0cc6e6783c07	low	-14	deprioritize_or_context_review	singleton	Ten simple rules for designing and conducting undergraduate replication projects.		1	0	1	1	0				1	2	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Ten simple rules for designing and conducting undergraduate replication projects.
cluster_transparency_quality_and_statistical_consistency_of_meta_analytic_systematic_rev_46fb1c1c6105	low	-14	deprioritize_or_context_review	singleton	Transparency, quality, and statistical consistency of meta-analytic systematic reviews in clinical child and adolescent psychology (2022-2024): study protocol for a meta-review.		1	0	1	0	0				4	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Transparency, quality, and statistical consistency of meta-analytic systematic reviews in clinical child and adolescent psychology (2022-2024): study protocol for a meta-review.
cluster_sample_size_determination_in_replication_attempts_the_standard_normal_i_z_i_test_a838513d4936	low	-15	deprioritize_or_context_review	singleton	Sample size determination in replication attempts: The standard normal <i>z</i> test		1	0	1	1	0				2	1	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Sample size determination in replication attempts: The standard normal <i>z</i> test
cluster_a_new_approach_to_developing_and_implementing_eager_database_replication_protoco_b1e619416202	low	-16	deprioritize_or_context_review	strict	A new approach to developing and implementing eager database replication protocols	fred	4	0	4	0	0				2	0	rejected_irrelevant_search_hit=4	rejected_irrelevant_search_hit=4		doi:10.1145/363951.363955 | url:https://doi.org/10.1145/363951.363955 | title:a_new_approach_to_developing_and_implementing_eager_database_replication_protocols		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	A new approach to developing and implementing eager database replication protocols
cluster_consistency_management_for_partial_replication_in_a_high_performance_database_cl_9cfa46eaeb03	low	-16	deprioritize_or_context_review	singleton	Consistency Management for Partial Replication in a High Performance Database Cluster		1	0	1	0	0				2	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Consistency Management for Partial Replication in a High Performance Database Cluster
cluster_database_management_optimization_using_postgresql_replication_database_in_databa_a676451cc0e7	low	-16	deprioritize_or_context_review	strict	Database Management Optimization Using PostgreSQL Replication Database in Database System	fred	6	0	6	0	0				2	0	rejected_irrelevant_search_hit=6	rejected_irrelevant_search_hit=6		doi:10.1166/asl.2017.8286 | url:https://doi.org/10.1166/asl.2017.8286 | title:database_management_optimization_using_postgresql_replication_database_in_database_system		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Database Management Optimization Using PostgreSQL Replication Database in Database System
cluster_implementasi_sistem_database_terdistribusi_dengan_metode_multi_master_database_r_c0bb2be80735	low	-16	deprioritize_or_context_review	strict	Implementasi Sistem Database Terdistribusi Dengan Metode Multi-Master Database Replication	fred	4	0	4	0	0				2	0	rejected_irrelevant_search_hit=4	rejected_irrelevant_search_hit=4		doi:10.30865/mib.v3i1.1098 | url:https://doi.org/10.30865/mib.v3i1.1098 | title:implementasi_sistem_database_terdistribusi_dengan_metode_multi_master_database_replication		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Implementasi Sistem Database Terdistribusi Dengan Metode Multi-Master Database Replication
cluster_investigating_code_smell_co_occurrences_using_association_rule_learning_a_replic_e287a7eb2246	low	-16	deprioritize_or_context_review	singleton	Investigating code smell co-occurrences using association rule learning: A replicated study		1	0	1	0	0				2	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Investigating code smell co-occurrences using association rule learning: A replicated study
cluster_positive_psychotherapy_in_abi_rehab_popstar_a_pilot_randomised_controlled_trial_3730beecb7f8	low	-16	deprioritize_or_context_review	singleton	Positive PsychoTherapy in ABI Rehab (PoPsTAR): A pilot randomised controlled trial		1	0	1	0	0				2	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Positive PsychoTherapy in ABI Rehab (PoPsTAR): A pilot randomised controlled trial
cluster_power_estimation_and_sample_size_determination_for_replication_studies_of_genome_5f7d46d8085e	low	-16	deprioritize_or_context_review	singleton	Power estimation and sample size determination for replication studies of genome-wide association studies		1	0	1	1	0				3	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Power estimation and sample size determination for replication studies of genome-wide association studies
cluster_regeneration_based_multiversion_dynamic_voting_scheme_for_replicated_database_sy_98aa7178849e	low	-16	deprioritize_or_context_review	singleton	Regeneration-based multiversion dynamic voting scheme for replicated database systems		1	0	1	0	0				2	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Regeneration-based multiversion dynamic voting scheme for replicated database systems
cluster_replication_studies_for_database_research_0f6279eb5825	low	-16	deprioritize_or_context_review	singleton	Replication Studies for Database Research		1	0	1	0	0				2	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Replication Studies for Database Research
cluster_eegmanylabs_investigating_the_replicability_of_influential_eeg_experiments_22b4d5657d03	low	-17	deprioritize_or_context_review	singleton	#EEGManyLabs: Investigating the replicability of influential EEG experiments		1	0	1	1	0				3	1	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	#EEGManyLabs: Investigating the replicability of influential EEG experiments
cluster_data_from_are_replication_rates_the_same_across_academic_fields_community_foreca_df2d7e914b21	low	-17	deprioritize_or_context_review	strict	Data from: Are replication rates the same across academic fields? community forecasts from the DARPA SCORE program	score	5	0	5	0	0				4	0	candidate_context_or_methods_paper=5	catalog_only_context_lead=5		doi:10.5061/dryad.pg4f4qrk5 | url:https://doi.org/10.5061/dryad.pg4f4qrk5 | url:https://datadryad.org/api/v2/datasets/doi%3a10.5061%2fdryad.pg4f4qrk5 | title:data_from_are_replication_rates_the_same_across_academic_fields_community_forecasts_from_the_darpa_score_program		steps/searches/figure1/corporasearch-repository-provider-expanded-zenodo-figshare-dryad-replication-corpus-database-package.json | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Data from: Are replication rates the same across academic fields? community forecasts from the DARPA SCORE program
cluster_improving_large_language_model_applications_in_biomedicine_with_retrieval_augmen_da617993a472	low	-18	deprioritize_or_context_review	singleton	Improving large language model applications in biomedicine with retrieval-augmented generation: a systematic review, meta-analysis, and clinical development guidelines		1	0	1	0	0				3	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Improving large language model applications in biomedicine with retrieval-augmented generation: a systematic review, meta-analysis, and clinical development guidelines
cluster_a_note_on_synthetic_data_for_replication_purposes_in_agricultural_economics_89adecbf4824	low	-19	deprioritize_or_context_review	singleton	A note on synthetic data for replication purposes in agricultural economics		1	0	1	1	0				1	1	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	A note on synthetic data for replication purposes in agricultural economics
cluster_effects_and_environments_of_reproducibility_projects_7ad469f21b98	low	-20	deprioritize_or_context_review	singleton	Effects and Environments of Reproducibility Projects	rpp	1	0	1	0	0				2	1	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Effects and Environments of Reproducibility Projects
cluster_estimating_the_sample_size_for_a_pilot_randomised_trial_to_minimise_the_overall__220f73a33199	low	-20	deprioritize_or_context_review	singleton	Estimating the sample size for a pilot randomised trial to minimise the overall trial sample size for the external pilot and main trial for a continuous outcome variable		1	0	1	0	0				1	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Estimating the sample size for a pilot randomised trial to minimise the overall trial sample size for the external pilot and main trial for a continuous outcome variable
cluster_evaluating_an_internet_based_program_for_anxious_youth_a_pilot_rct_bec407ee0d87	low	-20	deprioritize_or_context_review	singleton	Evaluating an Internet-based Program for Anxious Youth: a Pilot RCT		1	0	1	0	0				1	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Evaluating an Internet-based Program for Anxious Youth: a Pilot RCT
cluster_how_can_i_study_from_below_that_which_is_above_comparing_replicability_estimated_0edf276aa5a8	low	-20	deprioritize_or_context_review	singleton	How Can I Study from Below, that which Is Above? Comparing Replicability Estimated by Z-Curve to Real Large-Scale Replication Attempts	many_labs	1	0	1	1	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	How Can I Study from Below, that which Is Above? Comparing Replicability Estimated by Z-Curve to Real Large-Scale Replication Attempts
cluster_re_evaluating_the_role_of_pilot_trials_in_informing_effect_and_sample_size_estim_4efdc15a59f8	low	-20	deprioritize_or_context_review	strict	Re-evaluating the role of pilot trials in informing effect and sample size estimates for full-scale trials: a meta-epidemiological study		2	0	2	0	0				1	0	rejected_irrelevant_search_hit=2	rejected_irrelevant_search_hit=2		doi:10.1136/bmjebm-2023-112358 | url:https://doi.org/10.1136/bmjebm-2023-112358 | title:re_evaluating_the_role_of_pilot_trials_in_informing_effect_and_sample_size_estimates_for_full_scale_trials_a_meta_epidemiological_study		steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Re-evaluating the role of pilot trials in informing effect and sample size estimates for full-scale trials: a meta-epidemiological study
cluster_teaching_constructive_replications_in_the_social_sciences_9bdafde9e15a	low	-20	deprioritize_or_context_review	singleton	Teaching Constructive Replications in the Social Sciences		1	0	1	1	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Teaching Constructive Replications in the Social Sciences
cluster_ten_simple_rules_for_reproducible_computational_research_efa14d5a68a7	low	-20	deprioritize_or_context_review	singleton	Ten Simple Rules for Reproducible Computational Research		1	0	1	1	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Ten Simple Rules for Reproducible Computational Research
cluster_building_evidence_in_early_childhood_special_education_a_systematic_review_of_re_dc45194bde91	low	-21	deprioritize_or_context_review	singleton	Building Evidence in Early Childhood Special Education: A Systematic Review of Replication Intervention Studies		1	0	1	1	0				2	1	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Building Evidence in Early Childhood Special Education: A Systematic Review of Replication Intervention Studies
cluster_psychometric_testing_simulation_evaluation_questionnaires_991c428798d9	low	-21	deprioritize_or_context_review	strict	Psychometric testing simulation evaluation questionnaires		2	0	2	0	0				3	0	candidate_context_or_methods_paper=2	catalog_only_context_lead=2		doi:10.23642/usn.12383978 | url:https://dataverse.no/citation | title:psychometric_testing_simulation_evaluation_questionnaires		steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Psychometric testing simulation evaluation questionnaires
cluster_managing_psychological_distress_in_women_with_breast_cancer_a_systematic_review__fa3dcbeae797	low	-22	deprioritize_or_context_review	singleton	Managing psychological distress in women with breast cancer: A systematic review of intervention trends in the past decade.		1	0	1	0	0				2	0	rejected_irrelevant_search_hit=1	rejected_irrelevant_search_hit=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Managing psychological distress in women with breast cancer: A systematic review of intervention trends in the past decade.
cluster_smartphone_monitoring_and_digital_phenotyping_apps_for_schizophrenia_a_review_of_4ce413818a1f	low	-22	deprioritize_or_context_review	singleton	Smartphone monitoring and digital phenotyping apps for schizophrenia: A review of the academic literature.		1	0	1	1	0				3	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Smartphone monitoring and digital phenotyping apps for schizophrenia: A review of the academic literature.
cluster_code_for_a_comment_on_manekin_mitts_2022_effective_for_whom_eab1a2aa9fad	low	-23	deprioritize_or_context_review	singleton	Code for: A comment on Manekin & Mitts 2022: Effective for Whom?		1	0	1	0	0				4	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-gptcoverage-expanded-missing-source-family-targets.json	Code for: A comment on Manekin & Mitts 2022: Effective for Whom?
cluster_meta_science_replication_team_repro_forecasting_tournament_report_sent_to_i4r_on_863c094e76bf	low	-23	deprioritize_or_context_review	singleton	Meta-Science-Replication-Team/repro-Forecasting_Tournament: Report sent to I4R on 2024-12-11		1	0	1	0	0				4	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-gptcoverage-expanded-missing-source-family-targets.json	Meta-Science-Replication-Team/repro-Forecasting_Tournament: Report sent to I4R on 2024-12-11
cluster_a_multilab_replication_of_the_induced_compliance_paradigm_of_cognitive_dissonanc_de25cac3c981	low	-24	deprioritize_or_context_review	singleton	A Multilab Replication of the Induced-Compliance Paradigm of Cognitive Dissonance		1	0	1	0	0				1	1	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	A Multilab Replication of the Induced-Compliance Paradigm of Cognitive Dissonance
cluster_erratum_to_power_estimation_and_sample_size_determination_for_replication_studie_63ac66f43ccd	low	-24	deprioritize_or_context_review	singleton	Erratum to: Power estimation and sample size determination for replication studies of genome-wide association studies		1	0	1	1	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Erratum to: Power estimation and sample size determination for replication studies of genome-wide association studies
cluster_how_can_i_study_from_below_that_which_is_above_4787b4016b03	low	-24	deprioritize_or_context_review	singleton	How Can I Study from Below, that which Is Above?	many_labs	1	0	1	1	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	How Can I Study from Below, that which Is Above?
cluster_replication_matters_advances_in_translational_research_s_commitment_to_direct_re_82dce4d47935	low	-24	deprioritize_or_context_review	singleton	Replication matters: Advances in Translational Research's commitment to Direct Replication Studies		1	0	1	0	0				1	1	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Replication matters: Advances in Translational Research's commitment to Direct Replication Studies
cluster_teaching_constructive_replications_in_the_behavioral_and_social_sciences_using_q_be9a7fa38425	low	-24	deprioritize_or_context_review	singleton	Teaching Constructive Replications in the Behavioral and Social Sciences Using Quantitative Data		1	0	1	1	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Teaching Constructive Replications in the Behavioral and Social Sciences Using Quantitative Data
cluster_beyond_mean_rts_in_visual_word_recognition_extensions_of_a_remarkably_stable_thr_1436bd18b998	low	-25	deprioritize_or_context_review	singleton	Beyond mean RTs in visual word recognition: Extensions of a remarkably stable three-way interaction amongst word frequency, stimulus degradation, and RT distributions		1	0	1	0	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Beyond mean RTs in visual word recognition: Extensions of a remarkably stable three-way interaction amongst word frequency, stimulus degradation, and RT distributions
cluster_cpivae_robust_and_interpretable_cross_platform_proteomics_imputation_0630851f7f11	low	-25	deprioritize_or_context_review	singleton	cpiVAE: Robust and Interpretable Cross-Platform Proteomics Imputation		1	0	1	0	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	cpiVAE: Robust and Interpretable Cross-Platform Proteomics Imputation
cluster_metabolomics_beyond_biomarkers_and_towards_mechanisms_150fdcf2b518	low	-25	deprioritize_or_context_review	singleton	Metabolomics: beyond biomarkers and towards mechanisms		1	0	1	0	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Metabolomics: beyond biomarkers and towards mechanisms
cluster_subtyping_alzheimer_s_disease_and_parkinson_s_disease_using_longitudinal_electro_ee5b084d1d22	low	-25	deprioritize_or_context_review	singleton	Subtyping Alzheimer’s disease and Parkinson’s disease using longitudinal electronic health records		1	0	1	0	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Subtyping Alzheimer’s disease and Parkinson’s disease using longitudinal electronic health records
cluster_two_years_later_journals_are_not_yet_enforcing_the_arrive_guidelines_on_reportin_973ca1389669	low	-25	deprioritize_or_context_review	singleton	Two Years Later: Journals Are Not Yet Enforcing the ARRIVE Guidelines on Reporting Standards for Pre-Clinical Animal Studies		1	0	1	0	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Two Years Later: Journals Are Not Yet Enforcing the ARRIVE Guidelines on Reporting Standards for Pre-Clinical Animal Studies
cluster_which_humans_96bdb5cf08e1	low	-25	deprioritize_or_context_review	singleton	Which Humans?		1	0	1	0	0				2	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Which Humans?
cluster_a_systematic_review_on_the_evolution_of_power_analysis_practices_in_psychologica_e6edc7de8011	low	-27	deprioritize_or_context_review	singleton	A Systematic Review on the Evolution of Power Analysis Practices in Psychological Research.		1	0	1	1	0				2	1	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	A Systematic Review on the Evolution of Power Analysis Practices in Psychological Research.
cluster_comment_on_besley_and_dray_2024_d010d5594e6a	low	-27	deprioritize_or_context_review	singleton	Comment on Besley and Dray (2024)		1	0	1	0	0				3	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-gptcoverage-expanded-missing-source-family-targets.json	Comment on Besley and Dray (2024)
cluster_validity_of_data_extraction_in_evidence_synthesis_practice_of_adverse_events_rep_57e360975145	low	-27	deprioritize_or_context_review	singleton	Validity of data extraction in evidence synthesis practice of adverse events: reproducibility study		1	0	1	0	0				3	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Validity of data extraction in evidence synthesis practice of adverse events: reproducibility study
cluster_a_guide_for_social_science_journal_editors_on_easing_into_open_science_9f8146a520f7	low	-29	deprioritize_or_context_review	singleton	A guide for social science journal editors on easing into open science		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	A guide for social science journal editors on easing into open science
cluster_a_one_penny_imputed_genome_from_next_generation_reference_panels_513c3c6b0ce5	low	-29	deprioritize_or_context_review	singleton	A one penny imputed genome from next generation reference panels		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	A one penny imputed genome from next generation reference panels
cluster_a_preliminary_evaluation_of_behavioral_outcomes_in_a_corrections_based_victim_aw_2c8cfb8b8250	low	-29	deprioritize_or_context_review	singleton	A Preliminary Evaluation of Behavioral Outcomes in a Corrections-Based Victim Awareness Program for Offenders		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	A Preliminary Evaluation of Behavioral Outcomes in a Corrections-Based Victim Awareness Program for Offenders
cluster_a_student_s_guide_to_open_science_using_the_replication_crisis_to_reform_psychol_7d4620d7f2df	low	-29	deprioritize_or_context_review	singleton	A Student’s Guide to Open Science: Using the Replication Crisis to Reform Psychology		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	A Student’s Guide to Open Science: Using the Replication Crisis to Reform Psychology
cluster_a_tale_of_open_science_emergence_of_a_new_normal_d6506d4683c8	low	-29	deprioritize_or_context_review	singleton	A Tale of Open Science: Emergence of a New Normal		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	A Tale of Open Science: Emergence of a New Normal
cluster_acknowledgements_7c0ad73b616f	low	-29	deprioritize_or_context_review	singleton	ACKNOWLEDGEMENTS		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	ACKNOWLEDGEMENTS
