source_id	source_type	source_role_in_sample	title	citation_key	citation_ref	citation_rendered	bibtex_file	doi	url	notes
work_nct_nct01816295	registry_trial_or_result	represented_source	Number of Participants With Total Serum Testosterone Concentration Within Normal Range at Week 12							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_do_women_shy_away_from_competition_do_men_compete_too_much	paper_like_work	represented_source	Do Women Shy Away From Competition? Do Men Compete Too Much?							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_1037_0096_3445_136_2_241	paper	represented_source	Attention control, memory updating, and emotion regulation temporarily reduce the capacity for executive control.					10.1037/0096-3445.136.2.241		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	registry_trial_or_result	represented_source	Brief Psychiatric Rating Scale, Change in Psychiatric Symptoms							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_1161_01_str_0000237124_20596_92	paper	represented_source	Cluster randomized pilot controlled trial of an occupational therapy intervention for residents with stroke in UK care homes					10.1161/01.Str.0000237124.20596.92		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_in_polysomnographic_total_sleep_time_tst	registry_trial_or_result	represented_source	Change in Polysomnographic Total Sleep Time (TST)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_linden_2015_2	paper_like_work	represented_source	linden_2015_2							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_pmcid_5055753	paper_like_work	represented_source	PMCID:5055753							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_time_to_vaginal_delivery_during_the_first_hospital_admission	registry_trial_or_result	represented_source	Time to Vaginal Delivery During the First Hospital Admission							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_faria_haddad_2014	paper_like_work	represented_source	Faria & Haddad (2014)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_percentage_of_patients_alive_and_free_of_mechanical_ventilation	registry_trial_or_result	represented_source	Percentage of Patients Alive and Free of Mechanical Ventilation							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_brodeur2020	source_family_or_collection	extraction_source	economics_brodeur_2024	brodeur2020	@brodeur2020	Brodeur, Abel and Cook, Nikolai and Heyes, Anthony (2020). Methods Matter: p-Hacking and Publication Bias in Causal Analysis in Economics. American Economic Review. doi:10.1257/aer.20190687.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_parent_child_information_frictions_and_human_capital_investment_ev	paper_like_work	represented_source	Parent-Child Information Frictions and Human Capital Investment: Evidence from a Field Experiment							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_in_observed_cdai_scores_from_baseline_to_weeks_4	registry_trial_or_result	represented_source	Change in Observed CDAI Scores From Baseline to Weeks 4							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_the_variable_in_the_regression_model_of_discipline_over_inventory	paper_like_work	represented_source	The variable in the regression model of discipline over inventory management is relatively low in the Netherlands sample							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_is_the_spread_of_covid_19_across_countries_influenced_by_environme	paper_like_work	represented_source	Is The Spread Of Covid-19 Across Countries Influenced By Environmental, Economic And Social Factors? (SCORE 5g09O0q)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_jap_94_2_341_4420	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_74_1_143	paper_like_work	represented_source	JAP-74-1-143							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_composite_of_mortality_ongoing_need_for_hospitalization_or_mechani	registry_trial_or_result	represented_source	Composite of Mortality, Ongoing Need for Hospitalization, or Mechanical Ventilation at Day 15							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	paper_like_work	represented_source	Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self‐and partner‐ratings. Journal of Personality, 68, 413-449.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_development_of_muscularity_and_weight_concerns_in_heterosexual_and	claim	represented_source	Development of muscularity and weight concerns in heterosexual and sexual minority males.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_progression_free_survival	registry_trial_or_result	represented_source	Progression-free Survival							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	claim	represented_source	Notes On Bonds: Illiquidity Feedback During The Financial Crisis							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_do_management_interventions_last_evidence_from_india	paper_like_work	represented_source	Do Management Interventions Last? Evidence from India							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_the_primary_efficacy_endpoint_of_this_study_is_the_incidence_of_co	registry_trial_or_result	represented_source	The Primary Efficacy Endpoint of This Study is the Incidence of Cold Illnesses.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_participants_would_ascribe_a_greater_number_of_traits_and_a_lesser	paper_like_work	represented_source	participants would ascribe a greater number of traits, and a lesser number of ascriptions to situational variability when assessing their friends compared to their present selve							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_rim_s_min_k_e_uleman_j_s_chartrand_t_l_carlston_d_e_2013_seeing_ot	paper_like_work	represented_source	Rim, S., Min, K. E., Uleman, J. S., Chartrand, T. L., & Carlston, D. E. (2013). Seeing others through rose-colored glasses: An affiliation goal and positivity bias in implicit trait impressions. Journal of Experimental Social Psychology, 49(6), 1204-1209.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_investigator_s_global_assessment_iga_score_at_week_6	registry_trial_or_result	represented_source	Investigator's Global Assessment (IGA) Score at Week 6							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_from_single_blind_baseline_in_mean_pain_score_at_week_19_du	registry_trial_or_result	represented_source	Change From Single-Blind Baseline in Mean Pain Score at Week 19 During Double-Blind Phase							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_kuhberger_2014_main_results_kuhberger_364_2500	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
