source_result_id	problem_code	severity	detail	suggested_rework
sr_5cfe7da2c521	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_5cfe7da2c521	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_5cfe7da2c521	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_dfc5f98d8a4f	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_dfc5f98d8a4f	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_dfc5f98d8a4f	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_dfc5f98d8a4f	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_6db78c28c05a	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_6db78c28c05a	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_6db78c28c05a	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_6db78c28c05a	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_8ad55815e5fc	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_8ad55815e5fc	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_8ad55815e5fc	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_8ad55815e5fc	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_a6f46bca45c2	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_a6f46bca45c2	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_a6f46bca45c2	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_368a7954cbb8	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_368a7954cbb8	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_368a7954cbb8	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_be6f969d81a7	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_be6f969d81a7	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_be6f969d81a7	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_be6f969d81a7	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_46fcf0099591	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_46fcf0099591	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_46fcf0099591	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_1c6ef92fa050	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_1c6ef92fa050	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_1c6ef92fa050	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_1c6ef92fa050	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_f7d0e896cfc6	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_f7d0e896cfc6	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_f7d0e896cfc6	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_f7d0e896cfc6	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_fee3ac01c606	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_fee3ac01c606	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_fee3ac01c606	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_14b1bfc72686	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_14b1bfc72686	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_14b1bfc72686	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_56a9f30f8d92	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_56a9f30f8d92	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_56a9f30f8d92	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_c4f5b565a745	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_c4f5b565a745	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_c4f5b565a745	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_8dbf832c0aa0	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_8dbf832c0aa0	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_8dbf832c0aa0	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_d30c0407b24b	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_d30c0407b24b	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_d30c0407b24b	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_d30c0407b24b	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_4c9b3024bcba	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_4c9b3024bcba	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_4c9b3024bcba	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_868dfc6da179	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_868dfc6da179	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_868dfc6da179	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_5ea3a9bf5dc8	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_5ea3a9bf5dc8	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_5ea3a9bf5dc8	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_5ea3a9bf5dc8	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_2ead36cae8e2	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_2ead36cae8e2	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_2ead36cae8e2	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_10e682ba553b	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_10e682ba553b	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_10e682ba553b	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_10e682ba553b	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_4f77703173f7	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_4f77703173f7	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_4f77703173f7	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_0e4bba88f02f	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_0e4bba88f02f	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_0e4bba88f02f	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_0e4bba88f02f	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_ee72592661db	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_ee72592661db	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_ee72592661db	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_285363cf3974	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_285363cf3974	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_285363cf3974	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_d222165d0b25	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_d222165d0b25	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_d222165d0b25	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_d3faea5526bc	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_d3faea5526bc	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_d3faea5526bc	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_1e8a07a9cd86	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_1e8a07a9cd86	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_1e8a07a9cd86	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_1e8a07a9cd86	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_65a9f9c5f7bd	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_65a9f9c5f7bd	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_65a9f9c5f7bd	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_562a7f6042a2	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_562a7f6042a2	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_562a7f6042a2	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_bf90b4be790a	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_bf90b4be790a	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_bf90b4be790a	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_6e5c68827050	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_6e5c68827050	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_6e5c68827050	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_d225c4f2ad96	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_d225c4f2ad96	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_d225c4f2ad96	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_6593fff4c749	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_6593fff4c749	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_6593fff4c749	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_910cc9ea32e4	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_910cc9ea32e4	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_910cc9ea32e4	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_910cc9ea32e4	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_0b5cef0ad420	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_0b5cef0ad420	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_0b5cef0ad420	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_0b5cef0ad420	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_80c5ee34e5f4	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_80c5ee34e5f4	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_80c5ee34e5f4	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_187e0ccced6f	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_187e0ccced6f	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_af15cdb4aad8	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_af15cdb4aad8	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_af15cdb4aad8	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_148ffca3367c	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_148ffca3367c	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_be6cbe0c6a2b	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_be6cbe0c6a2b	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_be6cbe0c6a2b	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_be6cbe0c6a2b	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_22f96d70c38a	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_22f96d70c38a	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_22f96d70c38a	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_f9f06025395c	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_f9f06025395c	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_f9f06025395c	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_d3c761e4e4ee	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_d3c761e4e4ee	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_d3c761e4e4ee	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_d3c761e4e4ee	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_bbf5b92dab8e	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_bbf5b92dab8e	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_bbf5b92dab8e	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_7271878ec034	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_7271878ec034	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_7271878ec034	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_7271878ec034	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_4adf6fd2310b	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_4adf6fd2310b	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_4adf6fd2310b	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_af69b1b27c9f	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_af69b1b27c9f	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_af69b1b27c9f	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_78698f5ba037	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_78698f5ba037	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_78698f5ba037	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_8226dc61270c	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_8226dc61270c	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_8226dc61270c	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
