mapping_id	from_source_id	to_source_id	relationship_type	relationship_subtype	mapping_assertion_source_id	mapping_assertion_access_id	mapping_assertion_locator	mapping_assertion_url	mapping_assertion_verbatim_text	mapping_evidence_type	external_relationship_id	external_relationship_url	relationship_date	relationship_updated_at	relationship_timing	prereg_registry_name	prereg_registration_id	prereg_document_type	prereg_primary_outcome_text	prereg_hypothesis_text	replication_kind	replication_target_claim	replication_original_result_id	replication_replicating_result_id	replication_outcome_match	replication_sample_relation	replication_design_relation	collection_role	dedupe_group_id	relationship_confidence	notes
map_prereg_af73e8ae684b	work_title_percent_change_from_baseline_in_low_density_lipoprotein_cholestero	work_title_percent_change_from_baseline_in_low_density_lipoprotein_cholestero	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT01375764	Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12	registry_link	NCT01375764	https://clinicaltrials.gov/study/NCT01375764			unknown	ClinicalTrials.gov	NCT01375764	trial_registry_record	Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12									preregistration_artifact	work_title_percent_change_from_baseline_in_low_density_lipoprotein_cholestero	high	Prereg/PAP mapping inferred for source_result_id=sr_0c20617bc06f; status=registry_record_timing_not_audited.
map_prereg_7056e7929e51	work_nct_nct00106392	work_nct_nct00106392	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00106392	Erectile Function Domain Score Between Treated and Untreated Groups	registry_link	NCT00106392	https://clinicaltrials.gov/study/NCT00106392			unknown	ClinicalTrials.gov	NCT00106392	trial_registry_record	Erectile Function Domain Score Between Treated and Untreated Groups									preregistration_artifact	work_nct_nct00106392	high	Prereg/PAP mapping inferred for source_result_id=sr_bb1471bd23d8; status=registry_record_timing_not_audited.
map_prereg_7ec006e6d667	work_title_incidence_of_gastroduodenal_ulcers	work_title_incidence_of_gastroduodenal_ulcers	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00994461	Incidence of Gastroduodenal Ulcers	registry_link	NCT00994461	https://clinicaltrials.gov/study/NCT00994461			unknown	ClinicalTrials.gov	NCT00994461	trial_registry_record	Incidence of Gastroduodenal Ulcers									preregistration_artifact	work_title_incidence_of_gastroduodenal_ulcers	high	Prereg/PAP mapping inferred for source_result_id=sr_1166ca428215; status=registry_record_timing_not_audited.
map_prereg_bf1d66942a85	work_nct_nct00497146	work_nct_nct00497146	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00497146	Change From Baseline in Left Ventricular Mass Index (LVMI) Over 48 Weeks Measured by Cardiac Magnetic Resonance Imaging (MRI)	registry_link	NCT00497146	https://clinicaltrials.gov/study/NCT00497146			unknown	ClinicalTrials.gov	NCT00497146	trial_registry_record	Change From Baseline in Left Ventricular Mass Index (LVMI) Over 48 Weeks Measured by Cardiac Magnetic Resonance Imaging (MRI)									preregistration_artifact	work_nct_nct00497146	high	Prereg/PAP mapping inferred for source_result_id=sr_0ffe5117d055; status=registry_record_timing_not_audited.
map_prereg_c6653284bad9	work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00526474	Kaplan-Meier Estimate of the Percentage of Participants Who Experienced Cardiovascular (CV) Death, Myocardial Infarction (MI), Stroke, or Urgent Coronary Revascularization (UCR) Within 3 Years From Randomization	registry_link	NCT00526474	https://clinicaltrials.gov/study/NCT00526474			unknown	ClinicalTrials.gov	NCT00526474	trial_registry_record	Kaplan-Meier Estimate of the Percentage of Participants Who Experienced Cardiovascular (CV) Death, Myocardial Infarction (MI), Stroke, or Urgent Coronary Revascularization (UCR) Within 3 Years From Randomization									preregistration_artifact	work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	high	Prereg/PAP mapping inferred for source_result_id=sr_8c10cb62280a; status=registry_record_timing_not_audited.
map_prereg_4d9e335b309c	work_title_progression_free_survival_pfs_per_independent_radiologic_review	work_title_progression_free_survival_pfs_per_independent_radiologic_review	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT01360554	Progression-Free Survival (PFS) Per Independent Radiologic Review.	registry_link	NCT01360554	https://clinicaltrials.gov/study/NCT01360554			unknown	ClinicalTrials.gov	NCT01360554	trial_registry_record	Progression-Free Survival (PFS) Per Independent Radiologic Review.									preregistration_artifact	work_title_progression_free_survival_pfs_per_independent_radiologic_review	high	Prereg/PAP mapping inferred for source_result_id=sr_b868072acfa7; status=registry_record_timing_not_audited.
map_prereg_61ddee23a369	work_title_modified_bromage_score_at_10_minutes_post_injection	work_title_modified_bromage_score_at_10_minutes_post_injection	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT03993314	Modified Bromage Score at 10 Minutes Post-injection	registry_link	NCT03993314	https://clinicaltrials.gov/study/NCT03993314			unknown	ClinicalTrials.gov	NCT03993314	trial_registry_record	Modified Bromage Score at 10 Minutes Post-injection									preregistration_artifact	work_title_modified_bromage_score_at_10_minutes_post_injection	high	Prereg/PAP mapping inferred for source_result_id=sr_160ac121ff32; status=registry_record_timing_not_audited.
map_prereg_910d836c9d6e	work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02227147	Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reviewer	registry_link	NCT02227147	https://clinicaltrials.gov/study/NCT02227147			unknown	ClinicalTrials.gov	NCT02227147	trial_registry_record	Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reviewer									preregistration_artifact	work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	high	Prereg/PAP mapping inferred for source_result_id=sr_041065fd13e4; status=registry_record_timing_not_audited.
map_prereg_25c7c411c55a	work_title_overall_survival	work_title_overall_survival	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT01212991	Overall Survival	registry_link	NCT01212991	https://clinicaltrials.gov/study/NCT01212991			unknown	ClinicalTrials.gov	NCT01212991	trial_registry_record	Overall Survival									preregistration_artifact	work_title_overall_survival	high	Prereg/PAP mapping inferred for source_result_id=sr_e91cbb524953; status=registry_record_timing_not_audited.
map_prereg_377902523214	work_nct_nct02238483	work_nct_nct02238483	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT02238483	Time to First Moderate to Severe COPD Exacerbation or Early Drop-out Related to Worsening of COPD Symptoms	registry_link	NCT02238483	https://clinicaltrials.gov/study/NCT02238483			unknown	ClinicalTrials.gov	NCT02238483	trial_registry_record	Time to First Moderate to Severe COPD Exacerbation or Early Drop-out Related to Worsening of COPD Symptoms									preregistration_artifact	work_nct_nct02238483	high	Prereg/PAP mapping inferred for source_result_id=sr_f6d9c3a25190; status=registry_record_timing_not_audited.
map_prereg_6647b995bbc6	src_vandenakkerselectivehypothesis2023	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	corpus_asserts_preregistration_for_paper	preregistration	src_vandenakkerselectivehypothesis2023	acc_0751571b6799	data/derived/effect_inflation_dataset/plot3_vandenakker_matched_result_median_candidates.csv; DOI=doi.org/10/ggb8hb		Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)	metadata_field					unknown			corpus_preregistration_indicator	Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)									preregistration_artifact	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	low	Prereg/PAP mapping inferred for source_result_id=sr_5d73e18a9b1e; status=prereg_asserted_by_corpus_no_artifact.
map_prereg_8cda791f7ec6	work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00385736	Proportion of Participants With Clinical Remission Per Mayo Score at Week 8	registry_link	NCT00385736	https://clinicaltrials.gov/study/NCT00385736			unknown	ClinicalTrials.gov	NCT00385736	trial_registry_record	Proportion of Participants With Clinical Remission Per Mayo Score at Week 8									preregistration_artifact	work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	high	Prereg/PAP mapping inferred for source_result_id=sr_eaab9016f715; status=registry_record_timing_not_audited.
map_prereg_a19cbe2d6664	work_title_count_of_participants_who_self_reported_adequate_relief	work_title_count_of_participants_who_self_reported_adequate_relief	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00477165	"Count of Participants Who Self-reported ""Adequate Relief"""	registry_link	NCT00477165	https://clinicaltrials.gov/study/NCT00477165			unknown	ClinicalTrials.gov	NCT00477165	trial_registry_record	"Count of Participants Who Self-reported ""Adequate Relief"""									preregistration_artifact	work_title_count_of_participants_who_self_reported_adequate_relief	high	Prereg/PAP mapping inferred for source_result_id=sr_abe518728e2c; status=registry_record_timing_not_audited.
map_prereg_18303fb1dadd	src_schaefer2019meaningfulness	work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	corpus_asserts_preregistration_for_paper	preregistration	src_schaefer2019meaningfulness	acc_f06c7be1da8f	data/derived/corpus_candidates/candidate_d_n_papers.csv		2016 preregistered key-question effect (schaefer_2019_preg_50)	metadata_field					unknown			corpus_preregistration_indicator	2016 preregistered key-question effect (schaefer_2019_preg_50)									preregistration_artifact	work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	low	Prereg/PAP mapping inferred for source_result_id=sr_ec359e2c27e0; status=prereg_asserted_by_corpus_no_artifact.
map_prereg_9f92742e1090	work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT01075048	Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy	registry_link	NCT01075048	https://clinicaltrials.gov/study/NCT01075048			unknown	ClinicalTrials.gov	NCT01075048	trial_registry_record	Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy									preregistration_artifact	work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	high	Prereg/PAP mapping inferred for source_result_id=sr_4b879765bfd6; status=registry_record_timing_not_audited.
map_prereg_399bb53a8bf9	work_nct_nct00474851	work_nct_nct00474851	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00474851	Bone Mineral Density	registry_link	NCT00474851	https://clinicaltrials.gov/study/NCT00474851			unknown	ClinicalTrials.gov	NCT00474851	trial_registry_record	Bone Mineral Density									preregistration_artifact	work_nct_nct00474851	high	Prereg/PAP mapping inferred for source_result_id=sr_37218d335ce6; status=registry_record_timing_not_audited.
map_prereg_094159148680	work_nct_nct00784654	work_nct_nct00784654	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00784654	Percent of Participants With Treatment Failures at End of The Randomized Withdrawal Period	registry_link	NCT00784654	https://clinicaltrials.gov/study/NCT00784654			unknown	ClinicalTrials.gov	NCT00784654	trial_registry_record	Percent of Participants With Treatment Failures at End of The Randomized Withdrawal Period									preregistration_artifact	work_nct_nct00784654	high	Prereg/PAP mapping inferred for source_result_id=sr_28aebf7ac1f1; status=registry_record_timing_not_audited.
map_prereg_df4b1ab38c99	work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00369928	Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks	registry_link	NCT00369928	https://clinicaltrials.gov/study/NCT00369928			unknown	ClinicalTrials.gov	NCT00369928	trial_registry_record	Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks									preregistration_artifact	work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	high	Prereg/PAP mapping inferred for source_result_id=sr_2d3d0f11d546; status=registry_record_timing_not_audited.
map_prereg_0cc5796d56c9	work_title_nrs_numerical_rating_scale	work_title_nrs_numerical_rating_scale	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02359110	NRS (Numerical Rating Scale)	registry_link	NCT02359110	https://clinicaltrials.gov/study/NCT02359110			unknown	ClinicalTrials.gov	NCT02359110	trial_registry_record	NRS (Numerical Rating Scale)									preregistration_artifact	work_title_nrs_numerical_rating_scale	high	Prereg/PAP mapping inferred for source_result_id=sr_50fdee6ef7a9; status=registry_record_timing_not_audited.
map_prereg_4f54df01c93f	work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00590577	Change in Positive and Negative Syndrome Scale (PANSS) Total Score From Baseline to Week 13 or the Last Post-baseline Assessment	registry_link	NCT00590577	https://clinicaltrials.gov/study/NCT00590577			unknown	ClinicalTrials.gov	NCT00590577	trial_registry_record	Change in Positive and Negative Syndrome Scale (PANSS) Total Score From Baseline to Week 13 or the Last Post-baseline Assessment									preregistration_artifact	work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	high	Prereg/PAP mapping inferred for source_result_id=sr_f2d67c41c94e; status=registry_record_timing_not_audited.
map_prereg_5155a45fe7f4	work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00636636	Mean Change in Baseline Observation Carried Forward (BOCF) Average Daily Pain Score	registry_link	NCT00636636	https://clinicaltrials.gov/study/NCT00636636			unknown	ClinicalTrials.gov	NCT00636636	trial_registry_record	Mean Change in Baseline Observation Carried Forward (BOCF) Average Daily Pain Score									preregistration_artifact	work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	high	Prereg/PAP mapping inferred for source_result_id=sr_1da5d9472eaf; status=registry_record_timing_not_audited.
map_prereg_9824233430f1	work_title_change_in_clinical_activity_score_cas	work_title_change_in_clinical_activity_score_cas	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00595335	Change in Clinical Activity Score (CAS)	registry_link	NCT00595335	https://clinicaltrials.gov/study/NCT00595335			unknown	ClinicalTrials.gov	NCT00595335	trial_registry_record	Change in Clinical Activity Score (CAS)									preregistration_artifact	work_title_change_in_clinical_activity_score_cas	high	Prereg/PAP mapping inferred for source_result_id=sr_b900a0f99163; status=registry_record_timing_not_audited.
map_prereg_3b98d179406e	work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00687830	Comparing All Morning Bowel Prep to Evening Bowel Prep for Patients Undergoing Afternoon Colonoscopies. (Using Ottawa Scale Scores, Range 0-14) Lower Score Indicates a Better Outcome.	registry_link	NCT00687830	https://clinicaltrials.gov/study/NCT00687830			unknown	ClinicalTrials.gov	NCT00687830	trial_registry_record	Comparing All Morning Bowel Prep to Evening Bowel Prep for Patients Undergoing Afternoon Colonoscopies. (Using Ottawa Scale Scores, Range 0-14) Lower Score Indicates a Better Outcome.									preregistration_artifact	work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	high	Prereg/PAP mapping inferred for source_result_id=sr_616ebdabaa34; status=registry_record_timing_not_audited.
map_prereg_544cbd97dc2d	work_nct_nct01974206	work_nct_nct01974206	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT01974206	Percentage of Participants With CMV Viremia Through 1 Year Post First Study Drug Injection	registry_link	NCT01974206	https://clinicaltrials.gov/study/NCT01974206			unknown	ClinicalTrials.gov	NCT01974206	trial_registry_record	Percentage of Participants With CMV Viremia Through 1 Year Post First Study Drug Injection									preregistration_artifact	work_nct_nct01974206	high	Prereg/PAP mapping inferred for source_result_id=sr_8d7acd628883; status=registry_record_timing_not_audited.
map_prereg_6e92be54c96e	src_goldengulzarsonnetdataverse	work_title_golden_gulzar_sonnet_responsiveness_paper_median_of_5_preregistere	corpus_asserts_preregistration_for_paper	preregistration	src_goldengulzarsonnetdataverse	acc_970fff347c31	data/raw/corpus_candidates/political_science_unlock/dataverse/9PWQZT/99_ps_master.tab; EGAP registration 2476 and OSF PAP vadwn; vote-share/turnout/effort outcomes as mean difference over control SD, binary any-effort via Chinn; component contrast mpa_share_mamoor_2018; promoted from package-derived political-science rescue audit rows; median collapse of 5 preregistered result rows		Golden/Gulzar/Sonnet responsiveness - paper median of 5 preregistered result rows	metadata_field					unknown			corpus_preregistration_indicator	Golden/Gulzar/Sonnet responsiveness - paper median of 5 preregistered result rows									preregistration_artifact	work_title_golden_gulzar_sonnet_responsiveness_paper_median_of_5_preregistere	low	Prereg/PAP mapping inferred for source_result_id=sr_a852da233b7d; status=prereg_asserted_by_corpus_no_artifact.
map_prereg_4d168773f822	work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02589639	Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment.	registry_link	NCT02589639	https://clinicaltrials.gov/study/NCT02589639			unknown	ClinicalTrials.gov	NCT02589639	trial_registry_record	Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment.									preregistration_artifact	work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	high	Prereg/PAP mapping inferred for source_result_id=sr_7ac68cdbbc03; status=registry_record_timing_not_audited.
map_prereg_1776793b10b4	work_title_change_in_blood_carotenoid_status	work_title_change_in_blood_carotenoid_status	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT03535844	Change in Blood Carotenoid Status	registry_link	NCT03535844	https://clinicaltrials.gov/study/NCT03535844			unknown	ClinicalTrials.gov	NCT03535844	trial_registry_record	Change in Blood Carotenoid Status									preregistration_artifact	work_title_change_in_blood_carotenoid_status	high	Prereg/PAP mapping inferred for source_result_id=sr_431a5e1736e3; status=registry_record_timing_not_audited.
map_prereg_b0fd7ddcb39c	work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02367066	Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Glucose	registry_link	NCT02367066	https://clinicaltrials.gov/study/NCT02367066			unknown	ClinicalTrials.gov	NCT02367066	trial_registry_record	Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Glucose									preregistration_artifact	work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	high	Prereg/PAP mapping inferred for source_result_id=sr_e9c214df8069; status=registry_record_timing_not_audited.
map_prereg_7844817f3c28	work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT01309841	Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12	registry_link	NCT01309841	https://clinicaltrials.gov/study/NCT01309841			unknown	ClinicalTrials.gov	NCT01309841	trial_registry_record	Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12									preregistration_artifact	work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	high	Prereg/PAP mapping inferred for source_result_id=sr_4420ad24a594; status=registry_record_timing_not_audited.
map_prereg_764f02f1cff0	src_schaefer2019meaningfulness	work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	corpus_asserts_preregistration_for_paper	preregistration	src_schaefer2019meaningfulness	acc_f06c7be1da8f	data/derived/corpus_candidates/candidate_d_n_papers.csv		2017 preregistered key-question effect (schaefer_2019_preg_73)	metadata_field					unknown			corpus_preregistration_indicator	2017 preregistered key-question effect (schaefer_2019_preg_73)									preregistration_artifact	work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	low	Prereg/PAP mapping inferred for source_result_id=sr_0cc5d4c7a6b9; status=prereg_asserted_by_corpus_no_artifact.
map_prereg_284f6458b8b0	work_nct_nct01769378	work_nct_nct01769378	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT01769378	Change From Baseline in Glycosylated Hemoglobin A1c (HbA1c) at 24 Weeks	registry_link	NCT01769378	https://clinicaltrials.gov/study/NCT01769378			unknown	ClinicalTrials.gov	NCT01769378	trial_registry_record	Change From Baseline in Glycosylated Hemoglobin A1c (HbA1c) at 24 Weeks									preregistration_artifact	work_nct_nct01769378	high	Prereg/PAP mapping inferred for source_result_id=sr_dfc5f98d8a4f; status=registry_record_timing_not_audited.
map_prereg_237028048035	work_nct_nct00108550	work_nct_nct00108550	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00108550	Transformed Descriptor Differential Scale-Pain Intensity Scores Adjusted for Time	registry_link	NCT00108550	https://clinicaltrials.gov/study/NCT00108550			unknown	ClinicalTrials.gov	NCT00108550	trial_registry_record	Transformed Descriptor Differential Scale-Pain Intensity Scores Adjusted for Time									preregistration_artifact	work_nct_nct00108550	high	Prereg/PAP mapping inferred for source_result_id=sr_6db78c28c05a; status=registry_record_timing_not_audited.
map_prereg_44a426b74592	work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	registry_preregisters_study	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02530385	Percent Change From Baseline in Insulin Resistance Based on Insulin-Stimulated Glucose Uptake (M) During Hyperinsulinemic Euglycemic Clamp	registry_link	NCT02530385	https://clinicaltrials.gov/study/NCT02530385			unknown	ClinicalTrials.gov	NCT02530385	trial_registry_record	Percent Change From Baseline in Insulin Resistance Based on Insulin-Stimulated Glucose Uptake (M) During Hyperinsulinemic Euglycemic Clamp									preregistration_artifact	work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	high	Prereg/PAP mapping inferred for source_result_id=sr_368a7954cbb8; status=registry_record_timing_not_audited.
map_prereg_db342e5ade21	work_nct_nct01311674	work_nct_nct01311674	registry_preregisters_study	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT01311674	Comparison Between Vaccination Schedules Using Day 210 Anti-HBs Antibody Titers AUC(0-t)	registry_link	NCT01311674	https://clinicaltrials.gov/study/NCT01311674			unknown	ClinicalTrials.gov	NCT01311674	trial_registry_record	Comparison Between Vaccination Schedules Using Day 210 Anti-HBs Antibody Titers AUC(0-t)									preregistration_artifact	work_nct_nct01311674	high	Prereg/PAP mapping inferred for source_result_id=sr_1c6ef92fa050; status=registry_record_timing_not_audited.
