promotion_id	value_scan_id	candidate_id	scan_decision	promotion_decision	pair_id	original_title	original_doi	replication_title	replication_doi	outcome	D_original	N_original	D_replication	N_replication	local_support_paths	original_support_text	replication_support_text	conversion_or_policy_note	next_action
individual_promotion_87a7e30077de5e63	batch002_value_bem_ritchie_retroactive_recall	IND-005	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_005_retroactive_facilitation_of_recall_three_exact_r	Feeling the Future: Experimental Evidence for Anomalous Retroactive Influences on Cognition and Affect	10.1037/a0021524	Failing the Future: Three Unsuccessful Attempts to Replicate Bem's 'Retroactive Facilitation of Recall' Effect	10.1371/journal.pone.0033423	Retroactive facilitation of recall, three exact replications	0.42	50	0.08	150	data/raw/replication_projects/individual_search_batch001/IND-005/01_psycnet_apa_org_443_doilanding_doi_10_1037_a0021524_045376606655.html | data/raw/replication_projects/individual_search_batch001/IND-005/01_psycnet_apa_org_443_doilanding_doi_10_1037_a0021524_351cd1b90d0d.html | data/raw/replication_projects/individual_search_batch001/IND-005/01_psycnet_apa_org_443_doilanding_doi_10_1037_a0021524_a350b94fa42e.html | data/raw/replication_projects/individual_search_batch001/IND-005/02_journals_plos_org_plosone_article_id_10_1371_journal_pone_0033423_1b853620d745.html | data/raw/replication_projects/individual_search_batch001/IND-005/03_journals_plos_org_plosone_article_id_10_1371_journal_pone_0033423_1b853620d745.html | data/raw/replication_projects/individual_search_batch001/IND-005_extra/table1.png	PLOS mirror identifies Bem's Experiment 9 retroactive-facilitation-of-recall effect as d = .42 with N = 50.	Mirrored PLOS Table 1 image reports Combined (n = 150) mean DR% score = -1.03 (SD = 13.04), one-sample t = -0.97, one-tailed p = .83.	Convert the combined one-sample recall-difference test with d = abs(t) / sqrt(n) = 0.97 / sqrt(150), rounded to 0.08.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_a2a6416eb6cd9e28	batch002_value_power_motor_golf_direct	IND-008	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_008_power_manipulation_and_golf_putting_motor_perfor	Bullseye! How Power Improves Motor Performance		Power May Have Little to No Effect on Motor Performance: A Direct Replication of Burgmer & Englich (2013)	10.1371/journal.pone.0140806	Power manipulation and golf-putting motor performance	0.71	36	0.11	73	data/raw/replication_projects/individual_search_batch001/IND-008/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0140806_271ec03d56f6.html | data/raw/replication_projects/individual_search_batch001/IND-008/02_journals_plos_org_plosone_article_id_10_1371_journal_pone_0140806_271ec03d56f6.html | data/raw/replication_projects/individual_search_batch001/IND-008/03_osf_io_d28kv_c1df7be23f68.html | data/raw/replication_projects/individual_search_batch001/IND-008_extra/burgmer_englich_power_motor_performance.pdf	Mirrored Burgmer and Englich PDF reports Experiment 1 golf performance: 41 participants before exclusions, 2 rule exclusions and 3 suspicious exclusions, high-power M = 3.28, SD = 1.41 versus control M = 2.28, SD = 1.41, t(34) = 2.13, p = .04, d = .71; df implies analyzed N = 36.	PLOS mirror reports the first direct golf replication collected 73 participants and found t(71) = .49, p = 0.63 for performance.	Use the original source-reported d = 0.71. Convert the independent-groups replication t statistic with d = 2t / sqrt(df + 2), giving approximately 0.11.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_bf81bf5d9982e23c	batch002_value_organic_food_moral_judgments	IND-009	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_009_organic_food_exposure_and_moral_judgments	Wholesome Foods and Wholesome Morals? Organic Foods Reduce Prosocial Behavior and Harshen Moral Judgments	10.1177/1948550612447114	Direct and Conceptual Replications of Eskine (2013): Organic Food Exposure Has Little to No Effect on Moral Judgments and Prosocial Behavior	10.1177/1948550616639649	Organic-food exposure and moral judgments	0.81	63	0.06	377	| data/raw/replication_projects/individual_search_batch001/IND-009_extra/moery_calin_jageman_organic_food.pdf	Mirrored Moery and Calin-Jageman PDF reports Eskine's original study as n = 21/group, total N = 63, with organic versus control moral-judgment effect d = 0.81, 95% CI [0.19, 1.45].	Mirrored Moery and Calin-Jageman PDF abstract reports two direct replications and one online conceptual replication; moral judgments d = 0.06, 95% CI [-0.14, 0.26], N = 377.	Direct source-reported d values; use total original N across three 21-person groups while preserving the organic-versus-control contrast text.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_4d9b5697b43b2b2a	batch002_value_organic_food_prosocial_behavior	IND-009	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_009_organic_food_exposure_and_prosocial_behavior	Wholesome Foods and Wholesome Morals? Organic Foods Reduce Prosocial Behavior and Harshen Moral Judgments	10.1177/1948550612447114	Direct and Conceptual Replications of Eskine (2013): Organic Food Exposure Has Little to No Effect on Moral Judgments and Prosocial Behavior	10.1177/1948550616639649	Organic-food exposure and prosocial behavior	0.64	63	0.03	377	| data/raw/replication_projects/individual_search_batch001/IND-009_extra/moery_calin_jageman_organic_food.pdf	Mirrored Moery and Calin-Jageman PDF reports Eskine's original study as n = 21/group, total N = 63, with organic versus control prosocial-behavior effect d = -0.64, 95% CI [-1.28, -0.03].	Mirrored Moery and Calin-Jageman PDF abstract reports two direct replications and one online conceptual replication; prosocial behavior d = 0.03, 95% CI [-0.17, 0.23], N = 377.	Figure 1 uses absolute effect magnitude, so the promoted original D is abs(-0.64) = 0.64. The signed source value is preserved in text.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_9e1f6a088883b772	batch003_value_oxytocin_envelope_pooled	IND-002	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_002_oxytocin_envelope_task_pooled_direct_replication	Oxytocin does not only increase trust when money is at stake, but also when confidential information is in the balance	10.1016/j.biopsycho.2010.05.010	Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case	10.1371/journal.pone.0137000	Oxytocin Envelope Task pooled direct replications	2.29	60	0.12	156	data/raw/replication_projects/individual_search_batch001/IND-002/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0137000_0df990c5de03.html | data/raw/replication_projects/individual_search_batch001/IND-002/02_journals_plos_org_plosone_article_id_10_1371_journal_pone_0137000_0df990c5de03.html | data/raw/replication_projects/individual_search_batch001/IND-002_extra/table1.png	Mirrored PLOS HTML/Table 1 reports the original Envelope Task study as 60 males (30/30), F(1,58) = 78.069, p < .001, Cohen's d = 2.29; the text also reports Cohen's d based on ordinal regression = 3.07.	Mirrored PLOS abstract reports Study 1 N = 95 and Study 2 N = 61; the discussion reports the pooled replication effect as d = -0.12, 95% CI [-0.43, 0.19].	Use the conventional source-reported ANOVA d = 2.29 for the original and abs(-0.12) = 0.12 for the pooled replication. Preserve the alternative ordinal-regression original d in source text.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_613e62eff5cb5e92	batch003_value_saliva_sharing_proportion_looking	api_candidate_6567045e2123a4f9	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_6567045e2123a4f9_infants_saliva_sharing_cue_and_proportion_of_loo	Early concepts of intimacy: young humans use saliva sharing to infer close relationships	10.1126/science.abh1054	Do infants use cues of saliva-sharing to infer close relationships? A replication of Thomas &lt;i&gt;et al&lt;/i&gt;. (2022).	10.1098/rsos.240229	Infants' saliva-sharing cue and proportion of looking time	0.95	20	0.46	50	data/raw/replication_projects/individual_search_batch001/api_candidate_6567045e2123a4f9/02_pmc_ncbi_nlm_nih_gov_articles_pmc11978455_2a06495e73c5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6567045e2123a4f9/03_pubmed_ncbi_nlm_nih_gov_40206854_dae06467606e.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6567045e2123a4f9/02_pmc_ncbi_nlm_nih_gov_articles_pmc11978455_df562f9d0162.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6567045e2123a4f9/02_pmc_ncbi_nlm_nih_gov_articles_pmc11978455_f8a19ff83ef1.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6567045e2123a4f9/03_pubmed_ncbi_nlm_nih_gov_40206854_611a62d3201c.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6567045e2123a4f9/03_pubmed_ncbi_nlm_nih_gov_40206854_ad985c876080.html	Mirrored Royal Society Open Science/PMC replication reports the original Experiment 2B analyzed sample as n = 20 and the original proportion-looking-time effect as d = 0.95, s.e. = 0.27, 95% CI [0.41, 1.47].	Mirrored Royal Society Open Science/PMC replication reports the replication analyzed sample as n = 50 and the proportion-looking-time effect as d = 0.46, s.e. = 0.15, 95% CI [0.16, 0.74].	Direct source-reported d values. The same paper also reports first-look binary g values; those are not used for this strict continuous-outcome row.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_6994271d92d5e73e	batch002_value_objective_coherence_study2_tree_photos	api_candidate_49114652db6026d3	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_49114652db6026d3_study_2_objective_coherence_tree_photo_sequence	Encounters with Objective Coherence and the Experience of Meaning in Life	10.1177/0956797612465878	The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent & King (2013)	10.1098/rsos.160431	Study 2 objective-coherence tree-photo sequence and meaning in life	0.37	137	0.06	478	data/raw/replication_projects/individual_search_batch002/api_candidate_49114652db6026d3/02_pmc_ncbi_nlm_nih_gov_articles_pmc5180121_858f8dceb414.html | data/raw/replication_projects/individual_search_batch002/api_candidate_49114652db6026d3/03_pubmed_ncbi_nlm_nih_gov_28018623_bcb919b646b5.html	PMC mirror reports that Study 2 of the original Heintzelman et al. paper (n = 137) reported an effect size of d = 0.37 for the critical comparison of seasonal and arbitrary versus the random ordering.	PMC mirror Table 1 reports Study 2 total N = 478, seasonal n = 157 MIL M = 4.80 SD = 1.54, arbitrary n = 161 MIL M = 4.68 SD = 1.69, and random n = 160 MIL M = 4.64 SD = 1.76.	Combine the seasonal and arbitrary conditions with a weighted mean and pooled within-combined variance, then compute independent-groups Cohen d versus the random condition. Recomputed d = 0.0596, rounded to 0.06.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_1a81e85c5963f0f8	batch002_value_objective_coherence_study4_word_triads	api_candidate_49114652db6026d3	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_49114652db6026d3_study_4_linguistic_triads_coherence_manipulation	Encounters with Objective Coherence and the Experience of Meaning in Life	10.1177/0956797612465878	The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent & King (2013)	10.1098/rsos.160431	Study 4 linguistic triads coherence manipulation and meaning in life	0.44	169	0.10	291	data/raw/replication_projects/individual_search_batch002/api_candidate_49114652db6026d3/02_pmc_ncbi_nlm_nih_gov_articles_pmc5180121_858f8dceb414.html | data/raw/replication_projects/individual_search_batch002/api_candidate_49114652db6026d3/03_pubmed_ncbi_nlm_nih_gov_28018623_bcb919b646b5.html	PMC mirror reports that Study 4 of the original Heintzelman et al. paper (n = 169) reported an effect size of d = 0.44 for the critical comparison between the incoherent and coherent group.	PMC mirror Table 3 reports Study 4 total N = 291, coherent n = 144 MLQ-P M = 4.68 SD = 1.64, and incoherent n = 147 MLQ-P M = 4.83 SD = 1.44.	Compute independent-groups Cohen d from the replication table means, SDs, and N. The signed coherent-minus-incoherent value is -0.0973; Figure 1 uses absolute magnitude rounded to 0.10 while preserving the signed value in support text.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_7c812c377b2b8cc4	batch002_notrow_phone_presence_clustered_multilevel	api_candidate_7a25e1fb88a57d3c	not_row_native_clustered_multilevel_no_current_d_route	hold_for_policy_or_value_reconciliation	individual_api_candidate_7a25e1fb88a57d3c_mere_presence_of_mobile_phone_and_relationship_q	Przybylski and Weinstein (2013) and an extension to creativity		How bad is the mere presence of a phone? A replication of Przybylski and Weinstein (2013) and an extension to creativity	10.1371/journal.pone.0251451	Mere presence of mobile phone and relationship quality/closeness		37		52	data/raw/replication_projects/individual_search_batch002/api_candidate_7a25e1fb88a57d3c/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0251451_fdbc232ee4bb.html | data/raw/replication_projects/individual_search_batch002/api_candidate_7a25e1fb88a57d3c/supplement/journal.pone.0251451.s007.xlsx | data/raw/replication_projects/individual_search_batch002/api_candidate_7a25e1fb88a57d3c/supplement/journal.pone.0251451.s010.xlsx	Mirrored PLOS article and supplementary Excel tables map the replication to Przybylski and Weinstein's original studies and report original group-level fixed effects, including Study 1 relationship quality Ngroups = 37 and Study 2 relationship quality Ngroups = 34.	Mirrored supplementary Excel tables report Study 1 dyad replication Ngroups = 52 and Study 2 triad replication Ngroups = 70, with fixed-effect estimates near zero for the corresponding relationship-quality outcomes.	Not promoted because the values are clustered/multilevel group-level effects and the original tables do not expose a simple matched two-arm mean/SD D route for the key relationship-quality outcomes.	retain_as_native_or_context_source_not_current_figure1_row
individual_promotion_12011a293552bda1	batch002_notrow_novelty_recognition_paired_interaction	api_candidate_38f85ce298c4da7a	not_row_native_paired_interaction_no_current_d_route	hold_for_policy_or_value_reconciliation	individual_api_candidate_38f85ce298c4da7a_novelty_recognition_memory_expectancy_effect			Expectation of irrelevant novel stimuli has no consistent effect on recognition memory.	10.1111/sjop.12807	Novelty recognition-memory expectancy effect	1.77	12		36	data/raw/replication_projects/individual_search_batch002/api_candidate_38f85ce298c4da7a/02_pmc_ncbi_nlm_nih_gov_articles_pmc9542624_a84e93a042a9.html | data/raw/replication_projects/individual_search_batch002/api_candidate_38f85ce298c4da7a/03_pubmed_ncbi_nlm_nih_gov_35390179_681858ddace3.html	Mirrored PMC article quotes Wittmann et al.'s original corrected remember-minus-know expectancy effect as 8.9 (+/-5) versus 0.9 (+/-4), Cohen's d = 1.77, with original N = 12.	Mirrored PMC article reports a direct replication sample of 36 but does not expose a single matched D for the same corrected remember-minus-know expectancy interaction in text.	Do not promote the article's uncorrected recognition d = 0.33 because that is not the same focal original effect. The matched focal effect is a repeated-measures interaction without a current Figure 1 D route.	retain_as_native_or_context_source_not_current_figure1_row
individual_promotion_c2c03bab4cf824d1	batch002_notrow_bmap_antimicrobial_raw_needed	api_candidate_3e8c9568db2bcd63	not_row_biological_replicates_below_current_n_and_design_floor	hold_for_policy_or_value_reconciliation	individual_api_candidate_3e8c9568db2bcd63_bmap_28_antimicrobial_peptide_mic_experiment			"Replication attempt: ""Effect of BMAP-28 antimicrobial peptides on Leishmania major promastigote and amastigote growth: role of leishmanolysin in parasite survival""."	10.1371/journal.pone.0114614	BMAP-28 antimicrobial peptide MIC experiment	37.80		8.58		data/raw/replication_projects/individual_search_batch002/api_candidate_3e8c9568db2bcd63/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0114614_4d6b0801abbd.html | data/raw/replication_projects/individual_search_batch002/api_candidate_3e8c9568db2bcd63/02_pmc_ncbi_nlm_nih_gov_articles_pmc4269415_420c56bf683b.html | data/raw/replication_projects/individual_search_batch002/api_candidate_3e8c9568db2bcd63/03_pubmed_ncbi_nlm_nih_gov_25517992_3fc97ca71926.html	Mirrored PLOS/PMC article Table 2 reports source-calculated original d values for selected BMAP-28 contrasts, including 2 uM D-BMAP d = 37.80, 2 uM RI-BMAP d = 6.88, and 2 uM L-BMAP d = 3.09.	The same mirrored table reports replication d values for those contrasts, including 2 uM D-BMAP d = 8.58, 2 uM RI-BMAP d = 4.38, and 2 uM L-BMAP d = 0.81; methods/caption text says three complete biological replicates were performed.	Not promoted because this is a bench antimicrobial assay with three biological replicates, not an eligible original-vs-larger-replication participant/sample-size row under the current Figure 1 D/N policy.	retain_as_bench_replication_context_not_current_figure1_row
individual_promotion_4e84e21e6041ad55	batch002_notrow_vocal_fold_case_series_native	api_candidate_b6908a974331b8bf	not_row_native_only_no_comparative_d_route	hold_for_policy_or_value_reconciliation	individual_api_candidate_b6908a974331b8bf_vocal_fold_immobility_after_cardiovascular_surge			Vocal Fold Immobility and Aspiration Status: A Direct Replication Study	10.1007/s00455-011-9362-0	Vocal fold immobility after cardiovascular surgery case-series replication		1452		2650	data/raw/replication_projects/individual_search_batch002/api_candidate_b6908a974331b8bf/01_link_springer_com_article_10_1007_s00455_011_9362_0_error_cookies_not_su_e0dde73731f8.html	Mirrored Springer page describes the source as a direct replication and reports a combined sample of 4102, with the original case series N = 1452.	Mirrored Springer page reports a replication case-series sample of N = 2650.	Not a matched original-vs-replication treatment/control D or binary comparative endpoint; keep as native/context source.	retain_as_native_or_context_source_not_current_figure1_row
individual_promotion_fc0504426a9e4719	batch002_notrow_body_inversion_mixed_model	api_candidate_6260c1eb06960347	not_row_native_only_no_defensible_d_route	hold_for_policy_or_value_reconciliation	individual_api_candidate_6260c1eb06960347_body_inversion_paradigm_and_sexualized_body_reco			Measuring objectification through the Body Inversion Paradigm: Methodological issues	10.1371/journal.pone.0229161	Body inversion paradigm and sexualized-body recognition		74		101	data/raw/replication_projects/individual_search_batch002/api_candidate_6260c1eb06960347/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0229161_7153ea3e43c0.html	Mirrored PLOS article identifies a direct replication of Bernard et al. (2012) with original sample size N = 74.	Mirrored PLOS article reports Study 1 replication N = 101 and a replicated pattern in a mixed-effects body-inversion paradigm.	Hold as native/mixed-model interaction unless the codebook adopts a D conversion for this repeated/interaction design.	retain_as_native_or_context_source_not_current_figure1_row
individual_promotion_b932acaf9a8e7eae	batch002_notrow_watching_eyes_outcome_policy	api_candidate_3d80e7706cd46536	not_row_unresolved_original_target_and_outcome_policy	hold_for_policy_or_value_reconciliation	individual_api_candidate_3d80e7706cd46536_watching_eyes_effect_on_generosity_reputation_be			No effect of ‘watching eyes’: An attempted replication and extension investigating individual differences	10.1371/journal.pone.0255531	Watching-eyes effect on generosity/reputation behavior					data/raw/replication_projects/individual_search_batch002/api_candidate_3d80e7706cd46536/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0255531_301006c2a401.html	Mirrored PLOS article maps to original watching-eyes studies with original samples of 89 and 70 in the relation/background text.	Mirrored PLOS article reports a larger replication sample of 189 and failed to replicate the key effects.	Not promoted because the mirrored article does not resolve a single original paper/outcome/effect-size row; the study reports a broader attempted replication/extension of watching-eyes effects.	retain_as_context_source_until_exact_original_target_is_resolved
